DateZebrabox,Plate,Well,PTZ,Group,Genotype,Genotype2,TotalMovement,N_events,MaxSpeed,N_HSE,N_HSE_permin
2022.11.17,1,Loc11,0,FAM72,fam72KO,fam72KO,7537.119,157,8.250746269,0,0
2022.11.17,1,Loc12,0,FAM72,fam72KO,fam72KO,3822.404,67,12.03903904,0,0
2022.11.17,1,Loc13,0,FAM72,fam72KO,fam72KO,9915.161,120,14.402,0,0
2022.11.17,1,Loc14,0,FAM72,fam72KO,fam72KO,7100.955,147,25.46586345,1,0.016666667
2022.11.17,1,Loc15,0,FAM72,fam72KO,fam72KO,3741.415,107,7.666666667,0,0
2022.11.17,1,Loc16,0,FAM72,fam72KO,fam72KO,686.31,1,2.588645418,0,0
2022.11.17,1,Loc17,0,FAM72,fam72KO,fam72KO,7975.157,157,11.86340977,0,0
2022.11.17,1,Loc18,0,FAM72,fam72KO,fam72KO,6028.908,98,8.519480519,0,0
2022.11.17,1,Loc19,0,FAM72,fam72KO,fam72KO,6278.368,146,16.03482587,0,0
2022.11.17,1,Loc20,0,FAM72,fam72KO,fam72KO,6453.398,113,11.72078594,0,0
2022.11.17,1,Loc21,0,FAM72,fam72KO,fam72KO,9275.988,171,14.12038835,0,0
2022.11.17,1,Loc22,0,FAM72,fam72KO,fam72KO,10712.528,107,14.17943744,0,0
2022.11.17,1,Loc23,0,FAM72,fam72KO,fam72KO,8487.021,166,10.77168495,0,0
2022.11.17,1,Loc24,0,FAM72,fam72KO,fam72KO,3662.037,70,8.868394816,0,0
2022.11.17,1,Loc25,0,FAM72,fam72KO,fam72KO,13079.003,91,22.23576424,0,0
2022.11.17,1,Loc26,0,FAM72,fam72KO,fam72KO,8642.162,147,19.02708124,0,0
2022.11.17,1,Loc27,0,FAM72,fam72KO,fam72KO,5335.265,111,10.13659023,0,0
2022.11.17,1,Loc28,0,FAM72,fam72KO,fam72KO,6269.622,106,26.78056112,2,0.033333333
2022.11.17,1,Loc29,0,FAM72,fam72KO,fam72KO,6073.143,81,9.350947159,0,0
2022.11.17,1,Loc30,0,FAM72,fam72KO,fam72KO,6660.609,144,12.28183716,0,0
2022.11.17,1,Loc31,0,FAM72,fam72KO,fam72KO,5280.997,126,14.54454454,0,0
2022.11.17,1,Loc32,0,FAM72,fam72KO,fam72KO,7911.44,170,10.32678387,0,0
2022.11.17,1,Loc33,0,FAM72,fam72KO,fam72KO,9058.498,176,20.13928915,0,0
2022.11.17,1,Loc34,0,FAM72,fam72KO,fam72KO,6885.309,173,18.489,0,0
2022.11.17,1,Loc35,0,FAM72,fam72KO,fam72KO,7731.304,146,7.696,0,0
2022.11.17,1,Loc36,0,FAM72,fam72KO,fam72KO,5081.543,168,7.240272374,0,0
2022.11.17,1,Loc37,0,FAM72,fam72KO,fam72KO,9307.055,141,12.58988764,0,0
2022.11.17,1,Loc38,0,FAM72,fam72KO,fam72KO,7696.811,119,11.81,0,0
2022.11.17,1,Loc39,0,FAM72,fam72KO,fam72KO,8692.904,182,9.62033195,0,0
2022.11.17,1,Loc40,0,FAM72,fam72KO,fam72KO,6823.643,98,10.89039666,0,0
2022.11.17,1,Loc41,0,FAM72,fam72KO,fam72KO,4407.383,81,9.699,0,0
2022.11.17,1,Loc42,0,FAM72,FAM72B,FAM72B,3926.206,45,6.427860697,0,0
2022.11.17,1,Loc43,0,FAM72,FAM72B,FAM72B,9733.056,128,15.27600412,0,0
2022.11.17,1,Loc44,0,FAM72,FAM72B,FAM72B,11051.433,68,24.19242273,1,0.016666667
2022.11.17,1,Loc45,0,FAM72,FAM72B,FAM72B,5984.284,106,10.89032901,0,0
2022.11.17,1,Loc46,0,FAM72,FAM72B,FAM72B,87.711,0,10.89032901,0,0
2022.11.17,1,Loc47,0,FAM72,FAM72B,FAM72B,7229.331,94,18.935,0,0
2022.11.17,1,Loc48,0,FAM72,FAM72B,FAM72B,5629.196,131,18.08930426,0,0
2022.11.17,1,Loc49,0,FAM72,FAM72B,FAM72B,6865.251,158,13.0545829,0,0
2022.11.17,1,Loc50,0,FAM72,FAM72B,FAM72B,1637.476,13,4.623130608,0,0
2022.11.17,1,Loc51,0,FAM72,FAM72B,FAM72B,5294.823,136,8.358,0,0
2022.11.17,1,Loc52,0,FAM72,FAM72B,FAM72B,5258.562,145,24.00193611,1,0.016666667
2022.11.17,1,Loc53,0,FAM72,FAM72B,FAM72B,4803.932,108,8.952941176,0,0
2022.11.17,1,Loc54,0,FAM72,FAM72B,FAM72B,6643.688,58,8.823529412,0,0
2022.11.17,1,Loc55,0,FAM72,FAM72B,FAM72B,2613.778,43,3.312621359,0,0
2022.11.17,1,Loc56,0,FAM72,FAM72B,FAM72B,4811.248,137,11.722,0,0
2022.11.17,1,Loc57,0,FAM72,FAM72B,FAM72B,4033.434,67,9.376869392,0,0
2022.11.17,1,Loc58,0,FAM72,FAM72B,FAM72B,4623.048,101,7.332003988,0,0
2022.11.17,1,Loc59,0,FAM72,FAM72B,FAM72B,110.47,1,12.99,0,0
2022.11.17,1,Loc60,0,FAM72,FAM72B,FAM72B,15.752,0,12.99,0,0
2022.11.17,1,Loc61,0,control,scrambled,control,7831.638,118,19.70020121,0,0
2022.11.17,1,Loc62,0,control,scrambled,control,7312.055,122,27.16050584,2,0.033333333
2022.11.17,1,Loc63,0,control,scrambled,control,5348.883,85,21.48203593,0,0
2022.11.17,1,Loc64,0,control,scrambled,control,5692.009,108,9.444666002,0,0
2022.11.17,1,Loc65,0,control,scrambled,control,7051.663,165,15.28556701,0,0
2022.11.17,1,Loc66,0,control,scrambled,control,6051.719,145,10.85493827,0,0
2022.11.17,1,Loc67,0,control,scrambled,control,5451.237,102,9.861,0,0
2022.11.17,1,Loc68,0,control,scrambled,control,5334.6,93,11.1713456,0,0
2022.11.17,1,Loc69,0,control,scrambled,control,4073.979,60,8.734390486,0,0
2022.11.17,1,Loc70,0,control,scrambled,control,9785.079,136,12.86770428,0,0
2022.11.17,1,Loc71,0,control,scrambled,control,8780.397,172,15.49,0,0
2022.11.17,1,Loc72,0,control,scrambled,control,6346.802,200,10.0558325,0,0
2022.11.17,1,Loc73,0,control,scrambled,control,6261.27,97,12.64035964,0,0
2022.11.17,1,Loc74,0,control,scrambled,control,3519.675,107,23.875,1,0.016666667
2022.11.17,1,Loc75,0,control,scrambled,control,4262.184,77,10.455,0,0
2022.11.17,1,Loc76,0,control,scrambled,control,5861.225,115,12.69484536,0,0
2022.11.17,1,Loc77,0,control,scrambled,control,11020.697,113,14.672,0,0
2022.11.17,1,Loc78,0,control,scrambled,control,10530.232,114,18.98,0,0
2022.11.17,1,Loc79,0,control,scrambled,control,5271.974,105,15.23629113,0,0
2022.11.17,1,Loc80,0,control,scrambled,control,8214.529,172,12.619,0,0
2022.11.17,1,Loc81,0,control,scrambled,control,5788.54,138,23.56340755,1,0.016666667
2022.11.17,1,Loc82,0,control,scrambled,control,6998.589,141,9.659,0,0
2022.11.17,1,Loc83,0,control,scrambled,control,5773.331,147,18.45708376,0,0
2022.11.17,1,Loc84,0,control,scrambled,control,7904.542,190,11.21643287,0,0
2022.11.17,1,Loc85,0,control,scrambled,control,7355.861,140,12.1059322,0,0
2022.11.17,1,Loc86,0,control,scrambled,control,5483.211,155,9.838,0,0
2022.11.17,1,Loc87,0,control,scrambled,control,7521.247,137,23.25748503,1,0.016666667
2022.11.17,1,Loc88,0,control,scrambled,control,10556.433,143,15.911,0,0
2022.11.17,1,Loc89,0,control,scrambled,control,6925.479,143,9.887705712,0,0
2022.11.17,1,Loc90,0,control,scrambled,control,6442.359,129,17.44357977,0,0
2022.11.17,1,Loc91,0,control,scrambled,control,6551.01,157,13.06511176,0,0
2022.11.17,1,Loc92,0,control,scrambled,control,10242.954,68,7.532,0,0
2022.11.17,1,Loc93,0,control,scrambled,control,6259.071,151,16.18434604,0,0
2022.11.17,1,Loc94,0,control,scrambled,control,6489.881,106,9.959627329,0,0
2022.11.17,1,Loc95,0,FAM72,fam72KO,fam72KO,10659.758,96,33.38125,4,0.066666667
2022.11.17,1,Loc96,0,,,,0,0,33.38125,0,0
2022.11.17,1,Loc01,2.5,FAM72,fam72KO,fam72KO,6208.009,50,77.45005045,21,0.35
2022.11.17,1,Loc02,2.5,FAM72,fam72KO,fam72KO,275.619,1,31.62890173,1,0.016666667
2022.11.17,1,Loc03,2.5,FAM72,fam72KO,fam72KO,7804.504,79,96.9697561,28,0.466666667
2022.11.17,1,Loc04,2.5,FAM72,fam72KO,fam72KO,8720.298,73,77.445,24,0.4
2022.11.17,1,Loc05,2.5,FAM72,fam72KO,fam72KO,2036.938,27,4.159,0,0
2022.11.17,1,Loc06,2.5,FAM72,fam72KO,fam72KO,7551.822,52,79.502,27,0.45
2022.11.17,1,Loc07,2.5,FAM72,fam72KO,fam72KO,14792.812,75,93.84143969,48,0.8
2022.11.17,1,Loc08,2.5,FAM72,fam72KO,fam72KO,8970.239,88,73.098,40,0.666666667
2022.11.17,1,Loc09,2.5,FAM72,fam72KO,fam72KO,3668.303,21,111.6496496,9,0.15
2022.11.17,1,Loc10,2.5,FAM72,fam72KO,fam72KO,6340.455,113,70.583,21,0.35
2022.11.17,1,Loc11,2.5,FAM72,fam72KO,fam72KO,5181.463,87,49.531,12,0.2
2022.11.17,1,Loc12,2.5,FAM72,fam72KO,fam72KO,4679.999,51,91.00600601,9,0.15
2022.11.17,1,Loc13,2.5,FAM72,fam72KO,fam72KO,10790.287,121,81.24875125,40,0.666666667
2022.11.17,1,Loc14,2.5,FAM72,fam72KO,fam72KO,7245.699,39,96.343,27,0.45
2022.11.17,1,Loc15,2.5,FAM72,fam72KO,fam72KO,6258.001,174,30.966,2,0.033333333
2022.11.17,1,Loc16,2.5,FAM72,fam72KO,fam72KO,2756.706,74,9.26,0,0
2022.11.17,1,Loc17,2.5,FAM72,fam72KO,fam72KO,6377.89,79,88.169,16,0.266666667
2022.11.17,1,Loc18,2.5,FAM72,fam72KO,fam72KO,6802.158,59,68.209,35,0.583333333
2022.11.17,1,Loc19,2.5,FAM72,fam72KO,fam72KO,7408.806,48,79.10854271,26,0.433333333
2022.11.17,1,Loc20,2.5,FAM72,fam72KO,fam72KO,3279.871,13,78.436,6,0.1
2022.11.17,1,Loc21,2.5,FAM72,fam72KO,fam72KO,4352.367,37,76.373,20,0.333333333
2022.11.17,1,Loc22,2.5,FAM72,fam72KO,fam72KO,10081.031,61,90.538,40,0.666666667
2022.11.17,1,Loc23,2.5,FAM72,fam72KO,fam72KO,5471.312,39,64.527,17,0.283333333
2022.11.17,1,Loc24,2.5,FAM72,fam72KO,fam72KO,4791.535,57,67.88761707,16,0.266666667
2022.11.17,1,Loc25,2.5,FAM72,fam72KO,fam72KO,5664.931,49,84.32932933,23,0.383333333
2022.11.17,1,Loc26,2.5,FAM72,fam72KO,fam72KO,7166.739,48,102.035,22,0.366666667
2022.11.17,1,Loc27,2.5,FAM72,fam72KO,fam72KO,6766.345,45,81.69860279,28,0.466666667
2022.11.17,1,Loc28,2.5,FAM72,fam72KO,fam72KO,7040.189,49,80.35656566,32,0.533333333
2022.11.17,1,Loc29,2.5,FAM72,fam72KO,fam72KO,9306.217,73,85.618,44,0.733333333
2022.11.17,1,Loc30,2.5,FAM72,fam72KO,fam72KO,5342.098,35,87.584,23,0.383333333
2022.11.17,1,Loc31,2.5,FAM72,fam72KO,fam72KO,9922.729,155,44.35692921,17,0.283333333
2022.11.17,1,Loc32,2.5,FAM72,fam72KO,fam72KO,5081.582,35,85.475,16,0.266666667
2022.11.17,1,Loc33,2.5,FAM72,fam72KO,fam72KO,5837.124,47,92.642,20,0.333333333
2022.11.17,1,Loc34,2.5,FAM72,fam72KO,fam72KO,9253.603,87,102.629668,30,0.5
2022.11.17,1,Loc35,2.5,FAM72,fam72KO,fam72KO,6675.149,166,18.23410696,0,0
2022.11.17,1,Loc36,2.5,FAM72,fam72KO,fam72KO,8435.717,156,53.83540373,6,0.1
2022.11.17,1,Loc37,2.5,FAM72,fam72KO,fam72KO,4517.12,36,85.812,13,0.216666667
2022.11.17,1,Loc38,2.5,FAM72,fam72KO,fam72KO,4450.748,28,71.688,17,0.283333333
2022.11.17,1,Loc39,2.5,FAM72,fam72KO,fam72KO,5526.279,38,56.71,22,0.366666667
2022.11.17,1,Loc40,2.5,FAM72,fam72KO,fam72KO,5911.326,28,81.687,19,0.316666667
2022.11.17,1,Loc41,2.5,FAM72,fam72KO,fam72KO,5033.366,29,80.11457286,21,0.35
2022.11.17,1,Loc42,2.5,FAM72,FAM72B,FAM72B,6235.706,43,90.555,21,0.35
2022.11.17,1,Loc43,2.5,FAM72,FAM72B,FAM72B,10631.574,192,57.07444668,13,0.216666667
2022.11.17,1,Loc44,2.5,FAM72,FAM72B,FAM72B,8210.206,76,51.50271739,6,0.1
2022.11.17,1,Loc45,2.5,FAM72,FAM72B,FAM72B,7955.175,121,40.08811475,30,0.5
2022.11.17,1,Loc46,2.5,FAM72,FAM72B,FAM72B,380.571,2,71.44,2,0.033333333
2022.11.17,1,Loc47,2.5,FAM72,FAM72B,FAM72B,2975.616,33,5.301,0,0
2022.11.17,1,Loc48,2.5,FAM72,FAM72B,FAM72B,4972.548,86,58.49,11,0.183333333
2022.11.17,1,Loc49,2.5,FAM72,FAM72B,FAM72B,7850.712,195,12.10794603,0,0
2022.11.17,1,Loc50,2.5,FAM72,FAM72B,FAM72B,2557.049,69,3.388,0,0
2022.11.17,1,Loc51,2.5,FAM72,FAM72B,FAM72B,7943.054,47,104.4540764,27,0.45
2022.11.17,1,Loc52,2.5,FAM72,FAM72B,FAM72B,4384.263,92,23.06,1,0.016666667
2022.11.17,1,Loc53,2.5,FAM72,FAM72B,FAM72B,5071.038,33,83.11422846,11,0.183333333
2022.11.17,1,Loc54,2.5,FAM72,FAM72B,FAM72B,7440.447,85,38.13846154,1,0.016666667
2022.11.17,1,Loc55,2.5,FAM72,FAM72B,FAM72B,3082.622,25,8.068,0,0
2022.11.17,1,Loc56,2.5,FAM72,FAM72B,FAM72B,9688.862,117,69.446,56,0.933333333
2022.11.17,1,Loc57,2.5,FAM72,FAM72B,FAM72B,9021.722,93,76.378,10,0.166666667
2022.11.17,1,Loc58,2.5,FAM72,FAM72B,FAM72B,7662.284,59,79.54345654,31,0.516666667
2022.11.17,1,Loc59,2.5,FAM72,FAM72B,FAM72B,3823.059,146,7.924752475,0,0
2022.11.17,1,Loc60,2.5,FAM72,FAM72B,FAM72B,0,0,7.924752475,0,0
2022.11.17,1,Loc61,2.5,control,scrambled,control,8402.431,61,89.25439504,29,0.483333333
2022.11.17,1,Loc62,2.5,control,scrambled,control,10542.469,84,42.529,25,0.416666667
2022.11.17,1,Loc63,2.5,control,scrambled,control,5388.925,63,93.953,11,0.183333333
2022.11.17,1,Loc64,2.5,control,scrambled,control,6764.352,45,75.878,16,0.266666667
2022.11.17,1,Loc65,2.5,control,scrambled,control,6345.818,47,70.976,28,0.466666667
2022.11.17,1,Loc66,2.5,control,scrambled,control,6064.333,69,90.22177822,8,0.133333333
2022.11.17,1,Loc67,2.5,control,scrambled,control,6471.306,35,88.48851149,26,0.433333333
2022.11.17,1,Loc68,2.5,control,scrambled,control,5984.994,53,88.434,23,0.383333333
2022.11.17,1,Loc69,2.5,control,scrambled,control,10840.584,114,92.07630522,26,0.433333333
2022.11.17,1,Loc70,2.5,control,scrambled,control,7717.625,53,103.837,36,0.6
2022.11.17,1,Loc71,2.5,control,scrambled,control,7454.896,72,79.538,24,0.4
2022.11.17,1,Loc72,2.5,control,scrambled,control,8172.814,98,67.75051335,23,0.383333333
2022.11.17,1,Loc73,2.5,control,scrambled,control,6714.727,58,96.82758621,21,0.35
2022.11.17,1,Loc74,2.5,control,scrambled,control,5082.016,120,55.532,13,0.216666667
2022.11.17,1,Loc75,2.5,control,scrambled,control,6984.201,47,93.9261477,28,0.466666667
2022.11.17,1,Loc76,2.5,control,scrambled,control,8313.783,69,105.5459082,37,0.616666667
2022.11.17,1,Loc77,2.5,control,scrambled,control,9120.092,80,104.513,39,0.65
2022.11.17,1,Loc78,2.5,control,scrambled,control,6343.322,53,88.35764236,19,0.316666667
2022.11.17,1,Loc79,2.5,control,scrambled,control,5333.731,123,39.403,5,0.083333333
2022.11.17,1,Loc80,2.5,control,scrambled,control,6123.155,49,82.556,20,0.333333333
2022.11.17,1,Loc81,2.5,control,scrambled,control,5918.027,125,35.81130172,8,0.133333333
2022.11.17,1,Loc82,2.5,control,scrambled,control,7108.767,75,101.886,20,0.333333333
2022.11.17,1,Loc83,2.5,control,scrambled,control,5186.741,30,71.5110664,18,0.3
2022.11.17,1,Loc84,2.5,control,scrambled,control,9370.45,75,92.254,38,0.633333333
2022.11.17,1,Loc85,2.5,control,scrambled,control,7263.42,52,101.766,26,0.433333333
2022.11.17,1,Loc86,2.5,control,scrambled,control,8100.631,69,86.757,23,0.383333333
2022.11.17,1,Loc87,2.5,control,scrambled,control,4998.553,29,80.15615616,14,0.233333333
2022.11.17,1,Loc88,2.5,control,scrambled,control,6880.736,59,96.691,21,0.35
2022.11.17,1,Loc89,2.5,control,scrambled,control,6406.586,43,92.092,22,0.366666667
2022.11.17,1,Loc90,2.5,control,scrambled,control,7677.206,46,96.549,28,0.466666667
2022.11.17,1,Loc91,2.5,control,scrambled,control,8344.586,44,93.911,27,0.45
2022.11.17,1,Loc92,2.5,control,scrambled,control,6944.477,44,67.845,34,0.566666667
2022.11.17,1,Loc93,2.5,control,scrambled,control,5687.495,42,70.655,12,0.2
2022.11.17,1,Loc94,2.5,control,scrambled,control,5636.703,41,94.197,20,0.333333333
2022.11.17,1,Loc95,2.5,FAM72,fam72KO,fam72KO,3475.222,38,75.80919081,11,0.183333333
2022.11.17,1,Loc96,2.5,,,,0,0,75.80919081,0,0
2022.11.19,1,Loc01,0,PTPN20,ptpn20KO,ptpn20KO,6638.752,113,12.41783029,0,0
2022.11.19,1,Loc02,0,PTPN20,ptpn20KO,ptpn20KO,5015.307,84,14.27507756,0,0
2022.11.19,1,Loc03,0,PTPN20,ptpn20KO,ptpn20KO,3467.406,70,8.01754386,0,0
2022.11.19,1,Loc04,0,PTPN20,ptpn20KO,ptpn20KO,3294.451,75,12.37373737,0,0
2022.11.19,1,Loc05,0,PTPN20,ptpn20KO,ptpn20KO,22.257,0,12.37373737,0,0
2022.11.19,1,Loc06,0,PTPN20,ptpn20KO,ptpn20KO,6798.737,138,10.26453488,0,0
2022.11.19,1,Loc07,0,PTPN20,ptpn20KO,ptpn20KO,2040.296,29,8.18115942,0,0
2022.11.19,1,Loc08,0,PTPN20,ptpn20KO,ptpn20KO,2294.236,42,5.141,0,0
2022.11.19,1,Loc09,0,PTPN20,ptpn20KO,ptpn20KO,5205.199,120,14.93939394,0,0
2022.11.19,1,Loc10,0,PTPN20,ptpn20KO,ptpn20KO,6515.534,151,11.88688689,0,0
2022.11.19,1,Loc11,0,control,scrambled,control,4306.642,83,7.449740933,0,0
2022.11.19,1,Loc12,0,control,eGFP,control,6143.552,117,9.120879121,0,0
2022.11.19,1,Loc13,0,PTPN20,ptpn20KO,ptpn20KO,12291.942,42,15.04895105,0,0
2022.11.19,1,Loc14,0,PTPN20,ptpn20KO,ptpn20KO,5484.527,97,15.598,0,0
2022.11.19,1,Loc15,0,PTPN20,ptpn20KO,ptpn20KO,5038.043,85,8.861,0,0
2022.11.19,1,Loc16,0,PTPN20,ptpn20KO,ptpn20KO,6879.362,48,13.655706,0,0
2022.11.19,1,Loc17,0,PTPN20,ptpn20KO,ptpn20KO,6001.542,100,20.085,0,0
2022.11.19,1,Loc18,0,PTPN20,ptpn20KO,ptpn20KO,4542.706,81,20.508,0,0
2022.11.19,1,Loc19,0,PTPN20,ptpn20KO,ptpn20KO,4131.011,75,7.555555556,0,0
2022.11.19,1,Loc20,0,PTPN20,ptpn20KO,ptpn20KO,6530.119,177,12.621,0,0
2022.11.19,1,Loc21,0,PTPN20,ptpn20KO,ptpn20KO,5679.663,87,7.759,0,0
2022.11.19,1,Loc22,0,PTPN20,ptpn20KO,ptpn20KO,2561.694,47,6.603696099,0,0
2022.11.19,1,Loc23,0,control,scrambled,control,3458.807,65,6.323681489,0,0
2022.11.19,1,Loc24,0,control,eGFP,control,4553.019,86,9.18895966,0,0
2022.11.19,1,Loc25,0,PTPN20,PTPN20,PTPN20,4600.982,77,8.252326784,0,0
2022.11.19,1,Loc26,0,PTPN20,PTPN20,PTPN20,6964.672,146,17.485,0,0
2022.11.19,1,Loc27,0,PTPN20,PTPN20,PTPN20,10167.038,159,15.83462282,0,0
2022.11.19,1,Loc28,0,PTPN20,PTPN20,PTPN20,5259.835,54,18.666,0,0
2022.11.19,1,Loc29,0,PTPN20,PTPN20,PTPN20,3095.776,55,8.747,0,0
2022.11.19,1,Loc30,0,PTPN20,PTPN20,PTPN20,4358.195,81,15.195,0,0
2022.11.19,1,Loc31,0,PTPN20,PTPN20,PTPN20,4890.388,87,15.94505495,0,0
2022.11.19,1,Loc32,0,PTPN20,PTPN20,PTPN20,8427.63,137,14.15984016,0,0
2022.11.19,1,Loc33,0,PTPN20,PTPN20,PTPN20,7646.06,173,23.432,1,0.016666667
2022.11.19,1,Loc34,0,PTPN20,PTPN20,PTPN20,6059.836,128,13.639,0,0
2022.11.19,1,Loc35,0,control,scrambled,control,3668.695,72,6.373119358,0,0
2022.11.19,1,Loc36,0,control,eGFP,control,4170.366,65,12.743,0,0
2022.11.19,1,Loc37,0,PTPN20,PTPN20,PTPN20,5941.161,139,7.646,0,0
2022.11.19,1,Loc38,0,PTPN20,PTPN20,PTPN20,7626.726,205,16.03125,0,0
2022.11.19,1,Loc39,0,PTPN20,PTPN20,PTPN20,4695.471,84,15.088,0,0
2022.11.19,1,Loc40,0,PTPN20,PTPN20,PTPN20,5679.083,68,13.71325052,0,0
2022.11.19,1,Loc41,0,PTPN20,PTPN20,PTPN20,5651.187,95,9.706914345,0,0
2022.11.19,1,Loc42,0,PTPN20,PTPN20,PTPN20,5890.729,165,20.595,0,0
2022.11.19,1,Loc43,0,PTPN20,PTPN20,PTPN20,3988.001,47,8.045,0,0
2022.11.19,1,Loc44,0,PTPN20,PTPN20,PTPN20,4261.217,68,6.997,0,0
2022.11.19,1,Loc45,0,PTPN20,PTPN20,PTPN20,6160.642,125,19.627,0,0
2022.11.19,1,Loc46,0,PTPN20,PTPN20,PTPN20,7773.233,176,12.665,0,0
2022.11.19,1,Loc47,0,control,scrambled,control,3866.566,74,17.678,0,0
2022.11.19,1,Loc48,0,control,eGFP,control,4635.075,62,10.821,0,0
2022.11.19,1,Loc49,0,PTPN20,PTPN20CP,PTPN20CP,5398.31,85,8.31340405,0,0
2022.11.19,1,Loc50,0,PTPN20,PTPN20CP,PTPN20CP,9651.765,203,27.93313953,1,0.016666667
2022.11.19,1,Loc51,0,PTPN20,PTPN20CP,PTPN20CP,3487.778,121,3.739520958,0,0
2022.11.19,1,Loc52,0,PTPN20,PTPN20CP,PTPN20CP,4552.968,100,8.184184184,0,0
2022.11.19,1,Loc53,0,PTPN20,PTPN20CP,PTPN20CP,8003.59,128,11.48666667,0,0
2022.11.19,1,Loc54,0,PTPN20,PTPN20CP,PTPN20CP,5621.939,135,6.550626808,0,0
2022.11.19,1,Loc55,0,PTPN20,PTPN20CP,PTPN20CP,5628.646,115,10.15988372,0,0
2022.11.19,1,Loc56,0,PTPN20,PTPN20CP,PTPN20CP,4229.053,62,6.813,0,0
2022.11.19,1,Loc57,0,PTPN20,PTPN20CP,PTPN20CP,3471.445,68,7.317829457,0,0
2022.11.19,1,Loc58,0,PTPN20,PTPN20CP,PTPN20CP,7936.085,144,13.82017982,0,0
2022.11.19,1,Loc59,0,control,scrambled,control,4692.228,115,10.6,0,0
2022.11.19,1,Loc60,0,control,eGFP,control,12099.242,48,14.58769231,0,0
2022.11.19,1,Loc61,0,PTPN20,PTPN20CP,PTPN20CP,7966.704,206,10.794,0,0
2022.11.19,1,Loc62,0,PTPN20,PTPN20CP,PTPN20CP,4725.853,64,10.24758221,0,0
2022.11.19,1,Loc63,0,PTPN20,PTPN20CP,PTPN20CP,10069.758,85,10.499,0,0
2022.11.19,1,Loc64,0,PTPN20,PTPN20CP,PTPN20CP,6983.585,181,9.461909354,0,0
2022.11.19,1,Loc65,0,PTPN20,PTPN20CP,PTPN20CP,4601.988,122,10.75992063,0,0
2022.11.19,1,Loc66,0,PTPN20,PTPN20CP,PTPN20CP,8702.564,181,15.46471774,0,0
2022.11.19,1,Loc67,0,PTPN20,PTPN20CP,PTPN20CP,6746.019,183,11.81730769,0,0
2022.11.19,1,Loc68,0,PTPN20,PTPN20CP,PTPN20CP,6223.616,99,9.437371663,0,0
2022.11.19,1,Loc69,0,PTPN20,PTPN20CP,PTPN20CP,4599.542,57,9.340057637,0,0
2022.11.19,1,Loc70,0,PTPN20,PTPN20CP,PTPN20CP,6245.794,123,11.08091908,0,0
2022.11.19,1,Loc71,0,control,scrambled,control,5665.014,82,7.225146199,0,0
2022.11.19,1,Loc72,0,control,eGFP,control,8170.716,109,18.403,0,0
2022.11.19,1,Loc73,0,HYDIN,hydinKO,hydinKO,1641.936,54,3.926,0,0
2022.11.19,1,Loc74,0,HYDIN,hydinKO,hydinKO,10370.967,172,14.709,0,0
2022.11.19,1,Loc75,0,HYDIN,hydinKO,hydinKO,3815.972,63,10.73726274,0,0
2022.11.19,1,Loc76,0,HYDIN,hydinKO,hydinKO,6818.13,121,16.7744898,0,0
2022.11.19,1,Loc77,0,HYDIN,hydinKO,hydinKO,4546.627,87,5.865,0,0
2022.11.19,1,Loc78,0,HYDIN,hydinKO,hydinKO,5529.699,101,25.6745182,1,0.016666667
2022.11.19,1,Loc79,0,HYDIN,hydinKO,hydinKO,2773.403,26,10.47758081,0,0
2022.11.19,1,Loc80,0,HYDIN,hydinKO,hydinKO,4610.892,69,7.015,0,0
2022.11.19,1,Loc81,0,HYDIN,hydinKO,hydinKO,4335.984,99,12.63045587,0,0
2022.11.19,1,Loc82,0,HYDIN,hydinKO,hydinKO,5193.685,118,19.749,0,0
2022.11.19,1,Loc83,0,control,scrambled,control,332.437,9,16.18115942,0,0
2022.11.19,1,Loc84,0,control,eGFP,control,5257.817,101,9.722166499,0,0
2022.11.19,1,Loc85,0,HYDIN,hydinKO,hydinKO,3163.59,46,5.497093023,0,0
2022.11.19,1,Loc86,0,HYDIN,hydinKO,hydinKO,6317.705,129,13.27,0,0
2022.11.19,1,Loc87,0,HYDIN,hydinKO,hydinKO,8039.192,106,14.14985015,0,0
2022.11.19,1,Loc88,0,HYDIN,hydinKO,hydinKO,5126.514,109,9.652,0,0
2022.11.19,1,Loc89,0,HYDIN,hydinKO,hydinKO,2157.241,18,5.339,0,0
2022.11.19,1,Loc90,0,HYDIN,hydinKO,hydinKO,3948.263,64,14.06879362,0,0
2022.11.19,1,Loc91,0,HYDIN,hydinKO,hydinKO,3740.071,74,11.285,0,0
2022.11.19,1,Loc92,0,HYDIN,hydinKO,hydinKO,2949.695,16,8.453586498,0,0
2022.11.19,1,Loc93,0,HYDIN,hydinKO,hydinKO,4656.541,83,13.541,0,0
2022.11.19,1,Loc94,0,HYDIN,hydinKO,hydinKO,3630.489,52,11.871,0,0
2022.11.19,1,Loc95,0,control,scrambled,control,7626.901,146,16.52430196,0,0
2022.11.19,1,Loc96,0,control,eGFP,control,6902.13,118,19.514,0,0
2022.11.19,1,Loc01,2.5,PTPN20,ptpn20KO,ptpn20KO,7243.226,69,77.8243513,31,0.516666667
2022.11.19,1,Loc02,2.5,PTPN20,ptpn20KO,ptpn20KO,5223.964,47,80.01501502,14,0.233333333
2022.11.19,1,Loc03,2.5,PTPN20,ptpn20KO,ptpn20KO,6324.687,90,46.584,11,0.183333333
